business_id,num_reviews,num_relationship_words,aunt,bff,boo,boss,boyfriend,brother,child,classmate,client,cousin,coworker,date,daughter,father,fiancee,friend,girlfriend,grandchild,grandfather,grandmother,grandparents,housemate,husband,mother,neighbor,nephew,niece,parent,partner,professor,relationship,siblings,sister,son,spouse,teacher,uncle,wife,family,romantic,friendship,professional,city,review_count,name,longitude,state,stars,address,latitude,metroarea,categories,is_active,is_arts,is_auto,is_beautysvc,is_bicycles,is_education,is_eventservices,is_financialservices,is_food,is_health,is_homeservices,is_hotelstravel,is_localflavor,is_localservices,is_massmedia,is_nightlife,is_pets,is_professional,is_publicservicesgovt,is_religiousorgs,is_restaurants,is_shopping
ltBBYdNzkeKdCNPDAsxwAA,1158,186.52849740932643,0.0,0.0,0.0,0.0,21.58894645941278,1.7271157167530224,2.5906735751295336,0.0,0.0,3.454231433506045,3.454231433506045,2.5906735751295336,2.5906735751295336,4.317789291882556,1.7271157167530224,55.26770293609672,9.499136442141623,0.0,0.0,0.0,0.0,0.0,40.58721934369603,3.454231433506045,0.0,0.0,0.0,1.7271157167530224,0.8635578583765112,0.0,0.0,0.0,3.454231433506045,4.317789291882556,0.0,0.0,0.0,23.316062176165804,27.63385146804836,100.17271157167531,55.26770293609672,3.454231433506045,Nashville,1222,Tavern,-86.7970117,TN,4.0,1904 Broadway,36.1508999,Nashville,"Cocktail Bars, Nightlife, Gastropubs, Sports Bars, Restaurants, American (New), Lounges, Bars",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
Zx7n8mdt8OzLRXVzolXNhQ,1328,242.46987951807228,0.0,0.0,0.0,0.0,24.096385542168676,2.2590361445783134,1.5060240963855422,0.0,0.0,0.7530120481927711,3.0120481927710845,2.2590361445783134,10.542168674698795,3.0120481927710845,0.0,78.3132530120482,7.530120481927711,0.0,0.0,0.0,0.0,2.2590361445783134,52.71084337349398,4.518072289156627,0.7530120481927711,0.7530120481927711,1.5060240963855422,1.5060240963855422,0.7530120481927711,0.0,0.7530120481927711,0.0,9.036144578313253,7.530120481927711,0.7530120481927711,0.0,0.0,26.35542168674699,42.92168674698795,115.21084337349397,81.32530120481927,3.0120481927710845,Nashville,1725,Milk and Honey Nashville,-86.7845414,TN,4.0,214 11th Ave S,36.1547024,Nashville,"American (New), Restaurants, American (Traditional), Food, Breakfast & Brunch, Coffee & Tea, Pizza",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
eaJCpC6IhYphj7bwCDHTwQ,202,79.20792079207921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9504950495049505,0.0,0.0,0.0,0.0,29.7029702970297,0.0,0.0,0.0,0.0,0.0,0.0,9.900990099009901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.900990099009901,4.9504950495049505,0.0,0.0,0.0,19.801980198019802,14.85148514851485,29.7029702970297,29.7029702970297,4.9504950495049505,Nashville,249,Three Brothers Coffee,-86.8122664,TN,4.5,2813 W End Ave,36.1448084,Nashville,"Bagels, Sporting Goods, Outdoor Gear, Coffee & Tea, Cafes, Sandwiches, Food, Shopping, Internet Cafes, Restaurants",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
oQ5CPRt0R3AzFvcjNOqB1w,954,198.11320754716982,1.0482180293501049,0.0,0.0,0.0,30.39832285115304,1.0482180293501049,4.1928721174004195,0.0,0.0,1.0482180293501049,3.1446540880503147,0.0,4.1928721174004195,1.0482180293501049,4.1928721174004195,49.266247379454924,12.578616352201259,0.0,0.0,1.0482180293501049,0.0,1.0482180293501049,42.9769392033543,2.0964360587002098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.385744234800839,4.1928721174004195,2.0964360587002098,0.0,0.0,24.10901467505241,28.30188679245283,116.35220125786164,50.314465408805034,3.1446540880503147,Nashville,1114,Edley's Bar-B-Que - 12 South,-86.7897823,TN,4.0,2706 12th Ave S,36.1229732,Nashville,"Barbeque, Restaurants, Dive Bars, Cocktail Bars, Southern, Nightlife, Bars",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
pAgtmlIGqFYaWdBoCUeitw,94,138.29787234042553,0.0,0.0,0.0,0.0,10.638297872340425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.638297872340425,0.0,10.638297872340425,0.0,0.0,0.0,0.0,0.0,10.638297872340425,10.638297872340425,31.914893617021274,0.0,10.638297872340425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.27659574468085,0.0,0.0,0.0,21.27659574468085,74.46808510638297,42.5531914893617,21.27659574468085,0.0,Nashville,105,Holiday Inn Nashville-Vanderbilt,-86.8110662472,TN,3.5,2613 West End Ave,36.1448682715,Nashville,"Fashion, Event Planning & Services, Venues & Event Spaces, Hotels, Shopping, Hotels & Travel, Women's Clothing",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
9OtFX3YzG5keaUMOWU1imA,66,151.51515151515153,0.0,0.0,0.0,15.151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.151515151515152,0.0,45.45454545454545,0.0,0.0,0.0,0.0,0.0,0.0,45.45454545454545,15.151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.151515151515152,0.0,0.0,0.0,0.0,45.45454545454545,45.45454545454545,45.45454545454545,15.151515151515152,Nashville,73,Champions,-86.6930527,TN,4.0,600 Marriott Drive,36.1462072,Nashville,"American (Traditional), Bars, American (New), Restaurants, Sports Bars, Nightlife",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
X_E7U2lVNEwbH_gpOBmAHQ,146,116.43835616438355,0.0,0.0,0.0,0.0,6.8493150684931505,0.0,0.0,0.0,0.0,0.0,6.8493150684931505,0.0,13.698630136986301,0.0,0.0,27.397260273972602,20.54794520547945,0.0,0.0,0.0,0.0,0.0,27.397260273972602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.698630136986301,13.698630136986301,68.4931506849315,27.397260273972602,6.8493150684931505,Nashville,182,Cerveza Jack's,-86.776016,TN,4.0,135 2nd Ave N,36.162799,Nashville,"Nightlife, Restaurants, Bars, Mexican",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
EBn3U4mpnIRLIy2lKuilRQ,99,171.7171717171717,0.0,0.0,0.0,0.0,20.202020202020204,0.0,10.101010101010102,0.0,0.0,0.0,0.0,0.0,20.202020202020204,10.101010101010102,0.0,20.202020202020204,10.101010101010102,0.0,0.0,0.0,0.0,0.0,10.101010101010102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.303030303030305,0.0,0.0,0.0,40.40404040404041,70.7070707070707,80.80808080808082,20.202020202020204,0.0,Nashville,120,Logan's Roadhouse,-86.766502,TN,2.0,727 Thompson Ln,36.1119137436,Nashville,"Restaurants, Nightlife, American (New), Barbeque, Steakhouses, Bars, American (Traditional), Burgers",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
jOOOrH5n2ijnsZKxzPSAiw,97,61.855670103092784,0.0,0.0,0.0,0.0,10.309278350515465,0.0,20.61855670103093,0.0,0.0,0.0,0.0,0.0,20.61855670103093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.309278350515465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.23711340206186,20.61855670103093,0.0,0.0,Nashville,112,Chick-fil-A,-86.87969636,TN,3.5,6500 Charlotte Pike,36.14023653,Nashville,"Caterers, Food Delivery Services, Fast Food, Food, Restaurants, Event Planning & Services, Salad, Chicken Shop",False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
pSmOH4a3HNNpYM82J5ycLA,1743,208.26161790017213,0.0,0.5737234652897303,0.0,0.0,18.9328743545611,2.294893861158921,2.868617326448652,0.0,0.0,1.721170395869191,2.868617326448652,0.5737234652897303,9.179575444635685,5.737234652897304,1.721170395869191,51.061388410786,8.605851979345955,0.0,0.0,2.294893861158921,0.0,0.5737234652897303,42.455536431440045,12.621916236374068,0.5737234652897303,0.5737234652897303,0.0,3.442340791738382,2.294893861158921,0.0,0.0,0.0,11.474469305794608,5.737234652897304,0.0,0.0,1.1474469305794606,18.9328743545611,59.09351692484223,93.51692484222605,52.782558806655196,2.868617326448652,Nashville,2063,The Pancake Pantry,-86.8005383,TN,4.0,1796 21st Ave S,36.1369852,Nashville,"Restaurants, Sandwiches, Food, Breakfast & Brunch, Bakeries",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
