business_id,num_reviews,num_relationship_words,aunt,bff,boo,boss,boyfriend,brother,child,classmate,client,cousin,coworker,date,daughter,father,fiancee,friend,girlfriend,grandchild,grandfather,grandmother,grandparents,housemate,husband,mother,neighbor,nephew,niece,parent,partner,professor,relationship,siblings,sister,son,spouse,teacher,uncle,wife,family,romantic,friendship,professional,city,review_count,name,longitude,state,stars,address,latitude,metroarea,categories,is_active,is_arts,is_auto,is_beautysvc,is_bicycles,is_education,is_eventservices,is_financialservices,is_food,is_health,is_homeservices,is_hotelstravel,is_localflavor,is_localservices,is_massmedia,is_nightlife,is_pets,is_professional,is_publicservicesgovt,is_religiousorgs,is_restaurants,is_shopping
EQ-TZ2eeD_E0BHuvoaeG5Q,1273,194.02985074626866,0.7855459544383347,0.0,0.0,0.0,18.853102906520032,1.5710919088766695,3.142183817753339,0.0,0.0,0.7855459544383347,2.356637863315004,1.5710919088766695,2.356637863315004,3.927729772191673,2.356637863315004,68.34249803613511,7.855459544383346,0.0,0.0,0.0,0.7855459544383347,0.7855459544383347,29.065200314218384,7.855459544383346,0.0,0.0,0.7855459544383347,3.927729772191673,5.498821681068343,0.0,0.0,1.5710919088766695,6.284367635506678,3.927729772191673,0.0,0.0,0.0,19.638648860958366,37.706205813040064,84.83896307934013,69.12804399057345,2.356637863315004,Indianapolis,1379,Milktooth,-86.146494347,IN,4.0,534 Virginia Ave,39.7591692208,Indianapolis,"Beer, Wine & Spirits, Cafes, Coffee & Tea, Restaurants, Food, Breakfast & Brunch, American (New)",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
cPepkJeRMtHapc_b2Oe_dw,34,176.47058823529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.41176470588235,0.0,0.0,58.8235294117647,29.41176470588235,0.0,0.0,0.0,0.0,0.0,58.8235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.41176470588235,88.23529411764706,58.8235294117647,0.0,Indianapolis,33,Naked Tchopstix Express,-86.211285,IN,3.5,"2902 W 86th St, Ste 70",39.912505,Indianapolis,"Restaurants, Food, Poke, Hawaiian, Sushi Bars",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
oJ4ik-4PZe6gexxW-tSmsw,335,244.77611940298507,0.0,0.0,0.0,2.985074626865672,32.83582089552239,0.0,8.955223880597016,0.0,0.0,0.0,2.985074626865672,2.985074626865672,0.0,2.985074626865672,0.0,65.67164179104478,11.940298507462687,0.0,0.0,0.0,0.0,0.0,38.80597014925373,8.955223880597016,0.0,0.0,0.0,2.985074626865672,11.940298507462687,0.0,0.0,0.0,2.985074626865672,5.970149253731344,0.0,0.0,0.0,41.791044776119406,32.83582089552239,140.2985074626866,65.67164179104478,5.970149253731344,Indianapolis,378,Broad Ripple Brewpub,-86.142783297,IN,3.5,842 E 65th St,39.8735797809,Indianapolis,"Nightlife, Food, Pizza, Brewpubs, Restaurants, Fish & Chips, American (New), Bars, Pubs, Breweries, Vegetarian",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
ELKgARoj5UNjQXUkX8T8KQ,75,40.0,0.0,0.0,0.0,0.0,13.333333333333334,0.0,13.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333333333333334,13.333333333333334,26.666666666666668,0.0,0.0,Indianapolis,78,Laundromat,-86.1195512452,IN,4.5,2509 E 65th St,39.8748864619,Indianapolis,"Local Services, Laundry Services, Dry Cleaning & Laundry, Laundromat",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
gZqFuqTjtN4Bfh-_fO315w,133,120.30075187969925,0.0,0.0,0.0,7.518796992481203,22.55639097744361,0.0,0.0,0.0,0.0,7.518796992481203,0.0,0.0,15.037593984962406,0.0,0.0,15.037593984962406,0.0,0.0,7.518796992481203,7.518796992481203,7.518796992481203,0.0,7.518796992481203,7.518796992481203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.518796992481203,7.518796992481203,0.0,0.0,0.0,0.0,67.66917293233082,30.075187969924812,15.037593984962406,7.518796992481203,Indianapolis,157,Tandoor & Tikka,-86.172077,IN,4.0,805 W 10th St,39.780457,Indianapolis,"Indian, Sandwiches, Restaurants, Pizza",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
LktIfbmd3k0kDiWibGw7DQ,68,161.76470588235296,0.0,0.0,0.0,0.0,0.0,14.705882352941176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.8235294117647,0.0,0.0,0.0,0.0,0.0,0.0,29.41176470588235,0.0,0.0,0.0,0.0,0.0,14.705882352941176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.11764705882353,14.705882352941176,88.23529411764706,58.8235294117647,0.0,Indianapolis,67,Stacked Pickle - 96th Street,-86.0890453372,IN,3.0,4705 E 96th St,39.9254897722,Indianapolis,"Chicken Wings, Bars, Nightlife, Sports Bars, Burgers, Restaurants, American (New)",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
Q1HHAb4FzrzfnnrRyA8fgg,101,188.11881188118812,0.0,0.0,0.0,0.0,9.900990099009901,0.0,29.7029702970297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.900990099009901,0.0,0.0,0.0,0.0,0.0,0.0,39.603960396039604,19.801980198019802,0.0,9.900990099009901,0.0,0.0,0.0,0.0,0.0,0.0,9.900990099009901,19.801980198019802,0.0,0.0,0.0,39.603960396039604,89.10891089108911,89.10891089108911,9.900990099009901,0.0,Indianapolis,103,Cheeseburger in Paradise,-86.089236,IN,3.0,4670 Southport Crossings Dr,39.664583,Indianapolis,"Restaurants, Burgers, Bars, American (Traditional), Nightlife",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
9V0LMtO1riRw9-pUuG4NFg,517,263.0560928433269,0.0,0.0,0.0,0.0,21.27659574468085,1.9342359767891684,1.9342359767891684,0.0,0.0,0.0,1.9342359767891684,9.671179883945841,3.8684719535783367,5.802707930367505,1.9342359767891684,69.63249516441006,7.7369439071566735,0.0,0.0,0.0,0.0,0.0,71.56673114119923,11.60541586073501,0.0,3.8684719535783367,0.0,1.9342359767891684,0.0,0.0,0.0,0.0,11.60541586073501,3.8684719535783367,0.0,0.0,0.0,32.88201160541586,46.42166344294004,145.0676982591876,69.63249516441006,1.9342359767891684,Indianapolis,603,Delicia,-86.1451809,IN,4.5,5215 N College Ave,39.847406,Indianapolis,"Latin American, Caribbean, Breakfast & Brunch, Restaurants, Mexican",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
WW8WN8J89M3U4z1xP4MhnA,43,139.53488372093022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.25581395348837,0.0,23.25581395348837,23.25581395348837,0.0,0.0,0.0,0.0,0.0,0.0,23.25581395348837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.51162790697674,23.25581395348837,93.02325581395348,23.25581395348837,0.0,Indianapolis,44,Bob Evans,-86.0354844434,IN,2.5,7525 E 96th St,39.9265503193,Indianapolis,"Hotels & Travel, Salad, American (Traditional), Comfort Food, Breakfast & Brunch, Bed & Breakfast, Restaurants",False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
z680Aylt8wN2KAeFM1hy-A,394,152.28426395939087,0.0,0.0,0.0,0.0,30.456852791878173,2.5380710659898473,0.0,0.0,0.0,2.5380710659898473,2.5380710659898473,0.0,0.0,0.0,2.5380710659898473,65.98984771573605,7.614213197969543,0.0,0.0,0.0,0.0,0.0,17.766497461928935,2.5380710659898473,0.0,0.0,0.0,0.0,5.076142131979695,0.0,0.0,0.0,2.5380710659898473,2.5380710659898473,0.0,0.0,0.0,7.614213197969543,12.690355329949238,71.06598984771574,65.98984771573605,2.5380710659898473,Indianapolis,427,Chatham Tap Mass. Ave.,-86.1463714,IN,4.0,719 Massachusetts Ave,39.7766084,Indianapolis,"Bars, British, Pubs, Nightlife, Pizza, Restaurants, Chicken Wings",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
