business_id,num_reviews,num_relationship_words,aunt,bff,boo,boss,boyfriend,brother,child,classmate,client,cousin,coworker,date,daughter,father,fiancee,friend,girlfriend,grandchild,grandfather,grandmother,grandparents,housemate,husband,mother,neighbor,nephew,niece,parent,partner,professor,relationship,siblings,sister,son,spouse,teacher,uncle,wife,family,romantic,friendship,professional,city,review_count,name,longitude,state,stars,address,latitude,metroarea,categories,is_active,is_arts,is_auto,is_beautysvc,is_bicycles,is_education,is_eventservices,is_financialservices,is_food,is_health,is_homeservices,is_hotelstravel,is_localflavor,is_localservices,is_massmedia,is_nightlife,is_pets,is_professional,is_publicservicesgovt,is_religiousorgs,is_restaurants,is_shopping
YjUWPpI6HXG530lwP-fb2A,38,105.26315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.63157894736842,0.0,0.0,0.0,0.0,0.0,0.0,26.31578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.31578947368421,0.0,52.63157894736842,52.63157894736842,0.0,Tucson,47,Kettle Restaurant,-110.9808639,AZ,3.5,748 W Starr Pass Blvd,32.2072326,Tucson,"Restaurants, Breakfast & Brunch",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
otQS34_MymijPTdNBoBdCw,415,125.30120481927712,0.0,0.0,0.0,0.0,14.457831325301205,4.819277108433735,4.819277108433735,0.0,0.0,2.4096385542168677,0.0,0.0,7.228915662650603,2.4096385542168677,2.4096385542168677,31.32530120481928,4.819277108433735,0.0,0.0,0.0,0.0,4.819277108433735,19.27710843373494,0.0,0.0,0.0,0.0,2.4096385542168677,0.0,0.0,0.0,0.0,4.819277108433735,4.819277108433735,0.0,0.0,0.0,14.457831325301205,33.734939759036145,55.42168674698795,36.144578313253014,0.0,Tucson,492,BK Tacos,-110.9605596,AZ,4.0,2680 N 1st Ave,32.2558336,Tucson,"Restaurants, Tacos, Mexican, Hot Dogs, Breakfast & Brunch, Steakhouses",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5Ce3lZksYVkCbrihqylVHQ,138,202.8985507246377,0.0,0.0,0.0,0.0,21.73913043478261,0.0,28.985507246376812,0.0,0.0,0.0,0.0,0.0,0.0,7.246376811594203,0.0,50.72463768115942,7.246376811594203,0.0,0.0,0.0,0.0,0.0,43.47826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.246376811594203,0.0,0.0,0.0,36.231884057971016,43.47826086956522,108.69565217391305,50.72463768115942,0.0,Tucson,159,Sushi Nara,-110.788132,AZ,4.5,64 N Harrison Rd,32.222552,Tucson,"Sushi Bars, Japanese, Restaurants",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
W7NxQw8UYFR0HLPrI08tvw,61,98.36065573770492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.393442622950822,0.0,0.0,16.393442622950822,0.0,16.393442622950822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.18032786885246,16.393442622950822,49.18032786885246,16.393442622950822,16.393442622950822,Tucson,76,Chipotle Mexican Grill,-110.890924657,AZ,3.0,4774 E Grant Rd,32.250019,Tucson,"Restaurants, Fast Food, Mexican",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
7L1kXfwU5XM6f6Jxo_L7Yg,95,242.10526315789474,0.0,0.0,0.0,0.0,0.0,0.0,21.052631578947366,0.0,0.0,0.0,0.0,0.0,0.0,21.052631578947366,0.0,31.578947368421055,0.0,0.0,0.0,0.0,0.0,0.0,42.10526315789473,21.052631578947366,0.0,0.0,0.0,0.0,10.526315789473683,0.0,0.0,0.0,10.526315789473683,21.052631578947366,0.0,0.0,0.0,63.15789473684211,94.73684210526316,115.78947368421052,31.578947368421055,0.0,Tucson,116,Casa Molina Del Norte,-110.9440973,AZ,3.0,3001 N Campbell Ave,32.2614029,Tucson,"Latin American, Mexican, Restaurants",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
9xm4aIAT_xwRoTxc0_8AWQ,39,102.56410256410255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.92307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.64102564102564,0.0,102.56410256410255,0.0,0.0,Tucson,44,Townplace Suites Tucson Airport,-110.930080265,AZ,4.5,6595 S Bay Colony Dr,32.1322131013,Tucson,"Hotels, Hotels & Travel, Event Planning & Services",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
aZyCHVqXnz81fW1_KbFq0w,129,139.53488372093022,0.0,0.0,0.0,0.0,0.0,0.0,7.751937984496124,0.0,0.0,0.0,0.0,0.0,7.751937984496124,15.503875968992247,0.0,31.007751937984494,0.0,0.0,0.0,0.0,0.0,0.0,38.75968992248062,0.0,0.0,0.0,7.751937984496124,15.503875968992247,0.0,0.0,0.0,0.0,0.0,0.0,7.751937984496124,0.0,0.0,7.751937984496124,54.263565891472865,54.263565891472865,31.007751937984494,0.0,Tucson,179,Saguaro National Park,-110.7363,AZ,4.5,3693 S Old Spanish Trl,32.180208,Tucson,"Active Life, Parks",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
VO5Jphyqmoa62lbA7-vzpQ,162,185.18518518518516,0.0,0.0,0.0,0.0,6.172839506172839,0.0,18.51851851851852,0.0,0.0,6.172839506172839,0.0,0.0,6.172839506172839,0.0,12.345679012345679,6.172839506172839,0.0,0.0,0.0,6.172839506172839,6.172839506172839,0.0,43.20987654320987,18.51851851851852,0.0,0.0,0.0,6.172839506172839,0.0,0.0,0.0,0.0,18.51851851851852,24.691358024691358,0.0,0.0,0.0,6.172839506172839,111.1111111111111,67.90123456790123,6.172839506172839,0.0,Tucson,165,Gaslight Theatre,-110.8431381,AZ,4.5,7010 E Broadway Blvd,32.2203531,Tucson,"Arts & Entertainment, Performing Arts",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WLiqfxv_GhFFA5sm878a2w,99,181.8181818181818,0.0,0.0,0.0,0.0,0.0,0.0,10.101010101010102,0.0,0.0,20.202020202020204,0.0,0.0,0.0,0.0,0.0,30.303030303030305,0.0,0.0,10.101010101010102,0.0,0.0,0.0,20.202020202020204,10.101010101010102,0.0,20.202020202020204,0.0,20.202020202020204,0.0,0.0,0.0,0.0,0.0,10.101010101010102,0.0,0.0,0.0,30.303030303030305,101.01010101010101,50.505050505050505,30.303030303030305,0.0,Tucson,109,Wei Asian Cafe,-110.7915138,AZ,4.0,"9450 E Golf Links Rd, Ste 102",32.1903953,Tucson,"Chinese, Restaurants",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3YERGr7UbpSpddqL0Eiu5g,63,253.96825396825395,0.0,0.0,0.0,0.0,31.746031746031743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.873015873015872,15.873015873015872,0.0,0.0,0.0,0.0,0.0,95.23809523809523,15.873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.873015873015872,0.0,0.0,0.0,0.0,63.49206349206349,31.746031746031743,206.34920634920633,15.873015873015872,0.0,Tucson,73,Mariscos Chihuahua,-111.0542141,AZ,4.0,4185 W Ina Rd,32.3370125,Tucson,"Seafood, Restaurants",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
