business_id,num_reviews,num_relationship_words,aunt,bff,boo,boss,boyfriend,brother,child,classmate,client,cousin,coworker,date,daughter,father,fiancee,friend,girlfriend,grandchild,grandfather,grandmother,grandparents,housemate,husband,mother,neighbor,nephew,niece,parent,partner,professor,relationship,siblings,sister,son,spouse,teacher,uncle,wife,family,romantic,friendship,professional,family_pct,romantic_pct,friendship_pct,professional_pct,city,review_count,name,longitude,state,stars,address,latitude,metroarea,categories,is_active,is_arts,is_auto,is_beautysvc,is_bicycles,is_education,is_eventservices,is_financialservices,is_food,is_health,is_homeservices,is_hotelstravel,is_localflavor,is_localservices,is_massmedia,is_nightlife,is_pets,is_professional,is_publicservicesgovt,is_religiousorgs,is_restaurants,is_shopping
YjUWPpI6HXG530lwP-fb2A,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0.0,0.5,0.5,0.0,Tucson,47,Kettle Restaurant,-110.9808639,AZ,3.5,748 W Starr Pass Blvd,32.2072326,Tucson,"Restaurants, Breakfast & Brunch",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
otQS34_MymijPTdNBoBdCw,415,52,0,0,0,0,6,2,2,0,0,1,0,0,3,1,1,13,2,0,0,0,0,2,8,0,0,0,0,1,0,0,0,0,2,2,0,0,0,6,14,23,15,0,0.2692307692307692,0.4423076923076923,0.28846153846153844,0.0,Tucson,492,BK Tacos,-110.9605596,AZ,4.0,2680 N 1st Ave,32.2558336,Tucson,"Restaurants, Tacos, Mexican, Hot Dogs, Breakfast & Brunch, Steakhouses",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5Ce3lZksYVkCbrihqylVHQ,138,28,0,0,0,0,3,0,4,0,0,0,0,0,0,1,0,7,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,6,15,7,0,0.21428571428571427,0.5357142857142857,0.25,0.0,Tucson,159,Sushi Nara,-110.788132,AZ,4.5,64 N Harrison Rd,32.222552,Tucson,"Sushi Bars, Japanese, Restaurants",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
W7NxQw8UYFR0HLPrI08tvw,61,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,1,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,Tucson,76,Chipotle Mexican Grill,-110.890924657,AZ,3.0,4774 E Grant Rd,32.250019,Tucson,"Restaurants, Fast Food, Mexican",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
zt2JwrXrou8PyDELJOOA_w,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.5,0.5,0.0,Tucson,5,Alexander Customs,-110.8745844,AZ,4.0,1675 S Craycroft Rd,32.2019151,Tucson,"Auto Detailing, Automotive, Auto Repair, Tires, Auto Glass Services",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7L1kXfwU5XM6f6Jxo_L7Yg,95,23,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,4,2,0,0,0,0,1,0,0,0,1,2,0,0,0,6,9,11,3,0,0.391304347826087,0.4782608695652174,0.13043478260869565,0.0,Tucson,116,Casa Molina Del Norte,-110.9440973,AZ,3.0,3001 N Campbell Ave,32.2614029,Tucson,"Latin American, Mexican, Restaurants",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
9xm4aIAT_xwRoTxc0_8AWQ,39,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0.0,1.0,0.0,0.0,Tucson,44,Townplace Suites Tucson Airport,-110.930080265,AZ,4.5,6595 S Bay Colony Dr,32.1322131013,Tucson,"Hotels, Hotels & Travel, Event Planning & Services",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
aZyCHVqXnz81fW1_KbFq0w,129,18,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,4,0,0,0,0,0,0,5,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,7,7,4,0,0.3888888888888889,0.3888888888888889,0.2222222222222222,0.0,Tucson,179,Saguaro National Park,-110.7363,AZ,4.5,3693 S Old Spanish Trl,32.180208,Tucson,"Active Life, Parks",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
VO5Jphyqmoa62lbA7-vzpQ,162,30,0,0,0,0,1,0,3,0,0,1,0,0,1,0,2,1,0,0,0,1,1,0,7,3,0,0,0,1,0,0,0,0,3,4,0,0,0,1,18,11,1,0,0.6,0.36666666666666664,0.03333333333333333,0.0,Tucson,165,Gaslight Theatre,-110.8431381,AZ,4.5,7010 E Broadway Blvd,32.2203531,Tucson,"Arts & Entertainment, Performing Arts",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WLiqfxv_GhFFA5sm878a2w,99,18,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,0,0,1,0,0,0,2,1,0,2,0,2,0,0,0,0,0,1,0,0,0,3,10,5,3,0,0.5555555555555556,0.2777777777777778,0.16666666666666666,0.0,Tucson,109,Wei Asian Cafe,-110.7915138,AZ,4.0,"9450 E Golf Links Rd, Ste 102",32.1903953,Tucson,"Chinese, Restaurants",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3YERGr7UbpSpddqL0Eiu5g,63,16,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,13,1,0,0.125,0.8125,0.0625,0.0,Tucson,73,Mariscos Chihuahua,-111.0542141,AZ,4.0,4185 W Ina Rd,32.3370125,Tucson,"Seafood, Restaurants",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
wa_bwyY57etHjtJ2Fw0E3g,437,88,0,0,0,1,5,1,5,0,0,0,3,0,12,2,1,19,0,0,1,1,1,0,16,5,0,0,1,1,1,0,0,0,1,3,0,0,0,8,34,31,19,4,0.38636363636363635,0.3522727272727273,0.2159090909090909,0.045454545454545456,Tucson,464,Pita Jungle,-110.8789015,AZ,3.5,5340 E Broadway Blvd,32.2208987,Tucson,"Vegetarian, American (New), Mediterranean, Sandwiches, Restaurants",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
dygflr6j51vf3-lM5pUIkw,9,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0.5,0.25,0.25,0.0,Tucson,10,El Dorado,-110.9649605,AZ,2.5,1949 S 4th Ave,32.1988535,Tucson,"Mexican, Latin American, Restaurants",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
