business_id,num_reviews,num_relationship_words,aunt,bff,boo,boss,boyfriend,brother,child,classmate,client,cousin,coworker,date,daughter,father,fiancee,friend,girlfriend,grandchild,grandfather,grandmother,grandparents,housemate,husband,mother,neighbor,nephew,niece,parent,partner,professor,relationship,siblings,sister,son,spouse,teacher,uncle,wife
7ATYjTIgM3jUlt4UM3IypQ,151,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
kxX2SOes4o-D3ZQBkiMRfA,182,35,0,0,0,0,3,0,1,0,0,0,0,1,2,0,1,7,1,0,0,0,0,0,7,3,0,0,0,0,1,0,0,0,2,0,0,0,0,6
04UD14gamNjLY0IDYVhHJg,230,44,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0,0,0,10,3,0,0,0,2,3,0,0,1,0,0,0,0,0,3
YtSqYv1Q_pOltsVPSx54SA,260,88,0,0,0,1,13,0,0,0,0,1,1,3,2,1,2,17,4,0,0,0,0,0,13,9,0,0,0,0,0,0,0,0,1,3,0,0,0,17
eFvzHawVJofxSnD7TgbZtg,242,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
rjuWz_AD3WfXJc03AhIO_w,85,14,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kq5Ghhh14r-eCxlVmlyd8w,62,9,0,0,0,1,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
oBhJuukGRqPVvYBfTkhuZA,376,102,0,1,0,0,13,1,0,0,0,0,2,5,2,0,0,33,6,0,1,0,0,0,9,4,0,0,0,1,1,0,0,1,6,2,0,0,0,14
jTI5Xjk27An8ceJ6VwpXiQ,305,38,0,0,0,2,4,0,1,0,1,1,0,1,0,0,2,6,2,0,0,0,0,0,9,2,2,0,0,0,1,0,0,0,1,0,0,0,0,3
VJEzpfLs_Jnzgqh5A_FVTg,267,52,0,0,0,1,13,0,0,0,0,0,1,0,0,1,2,16,1,0,0,0,0,1,9,2,0,0,0,0,1,0,0,0,1,0,0,0,0,3
NQSnr4RPUScss607oxOaqw,114,16,0,0,0,0,4,1,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6LCZLGa09Qifn6rG7-DNrg,188,44,0,0,0,0,13,0,0,0,0,0,1,0,1,0,1,17,2,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
SIoCIxjn4jLt2O-4DajWJw,434,109,0,0,1,0,12,4,0,0,0,0,1,0,4,0,3,49,6,0,0,0,0,2,13,1,0,0,1,1,0,0,0,0,4,2,0,0,0,5
HTqXI5S2XcSlh_ylx9sE6g,224,27,0,0,0,0,2,0,0,0,0,1,1,0,2,2,0,3,0,0,0,1,0,0,3,1,0,0,1,0,1,0,0,0,4,0,0,0,0,5
3ZynJ94VpIdDlaArmEp2Rg,212,50,0,0,0,1,5,0,1,0,0,1,1,1,1,1,1,21,3,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,1,2,0,0,0,4
9gObo5ltOMo6UgsaXaHPWA,785,239,0,0,1,1,42,2,2,0,0,0,2,10,2,2,8,61,24,0,0,0,0,0,39,4,0,0,1,1,4,0,0,0,4,2,1,0,0,26
D5V0Fawd6ODVgqCY8xngsw,443,68,0,0,0,0,12,0,1,0,0,0,4,0,1,1,1,7,3,0,0,0,0,1,15,2,2,0,1,1,0,0,0,0,4,4,0,0,0,8
FHNIvNgh3fS7VZQq2Y3dsA,837,166,0,0,0,0,38,1,1,0,0,0,1,4,3,1,3,58,10,0,0,0,0,2,16,7,0,0,0,1,3,0,0,0,4,0,0,0,0,13
gGyqnAlpFrka_qzpO7j4lQ,426,50,0,1,0,0,3,1,3,0,0,2,0,0,1,6,1,16,2,0,0,0,0,0,5,2,0,0,1,0,1,0,0,1,0,0,0,0,0,4
D4DZztR7vkbiED6txGUYFg,72,13,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Dv6RfXLYe1atjgz3Xf4GGw,1054,137,1,0,0,0,25,3,2,0,0,0,6,0,3,4,3,48,2,0,0,0,0,0,12,4,0,1,0,3,4,0,0,0,5,0,0,0,0,11
C7ZNfxgDQWinNzRfTkevxg,59,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2
eMiN8nm70jjKg8izikVWDA,505,101,0,0,0,1,10,6,3,0,0,3,2,0,3,3,0,25,6,0,0,0,0,0,12,2,0,1,0,4,0,0,0,0,7,11,0,0,0,2
xruWHK8Z5N0JWyQubLHjgA,75,20,1,0,0,0,1,0,1,0,1,1,0,0,3,0,0,5,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tJCnUtGdyPyOGt5kudLrTA,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EtKSTHV5Qx_Q7Aur9o4kQQ,1490,327,0,0,0,1,54,6,1,0,0,1,2,12,6,6,6,115,17,0,0,1,0,0,33,6,0,0,1,1,8,0,0,0,5,4,0,0,0,41
QvjY9esYNRMe_5kvT6TC5g,51,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
roc-xyyzN5b_nImb0NdRLQ,74,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
etzkwuhZGHUXJhdPC_y4pA,66,27,1,0,0,1,2,0,0,0,0,0,2,0,6,0,1,3,1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,1,1,0,0,0,2
FnEkr6LzjuGsg93Z7fkl7Q,115,24,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
V6Om7YZhlRQRU7WfuxHq8Q,464,68,0,0,0,0,11,0,0,0,0,0,0,0,1,4,2,23,4,0,0,0,0,0,10,1,0,0,0,1,0,0,0,0,3,1,0,0,0,7
fjAbzsW03bW3EvC4-e184g,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7T1VAYHIS3cgsDj3iS6JWQ,75,17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,2,3,0,0,0,3
7sKfrJmjG6unAQeWdQUe2w,89,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5ezrDoezdUlJpUa5Jg6dUQ,67,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
jX8i0O2x-koganf8WwHXdA,62,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
y7qvy9LcyK2hr_VcPBiPaQ,71,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eaDZlSuVS0EY67Ke6pRP6Q,971,209,2,1,1,1,27,7,4,0,0,2,6,2,0,8,0,84,7,0,0,1,0,1,15,11,0,0,0,4,4,0,0,0,6,6,0,0,0,9
TttFjRQ-8Iz8by4hsD7iOQ,47,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2
bUnqKEP7h48ePxHMXV0fNw,17,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tzVLTQNUtiCAxUZmEuF0vQ,294,41,0,0,0,0,5,2,0,0,0,0,1,0,0,0,0,16,2,0,0,2,0,1,3,3,0,0,0,1,1,0,0,0,1,0,0,0,0,3
68ThEdiK0eWCEgGEmV9Tng,277,63,0,0,0,0,8,1,1,0,0,0,0,2,0,0,0,34,3,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,1,0,0,0,6
7ENaqdbPmYGSFaa8tXZzFA,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-OIUunijjcq_ZzyyQhPPFQ,434,98,0,0,0,0,22,2,2,0,0,2,0,2,4,2,2,25,7,0,1,0,0,1,11,3,0,0,0,1,2,0,0,0,4,0,0,0,0,5
tQYOAfl33tmP4oWpfyRr6g,57,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
y44MbCvvtmg1FpkNGSWisw,160,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MMRRS6YhVRx_iN5-JhMRYg,745,138,0,0,0,1,14,0,2,0,0,1,7,0,2,2,3,67,1,0,0,1,0,1,13,6,0,0,0,3,3,0,0,0,1,2,0,0,0,8
9PCPV34KV1B_E3v1IUi4tQ,44,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oh2wCX3pzTTEYaynLgmMQw,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J-ciDDEdIHMcChGIyKZnOg,231,62,0,0,0,0,3,1,1,0,1,1,0,0,6,1,0,14,1,0,0,0,0,1,11,3,0,0,1,2,1,0,0,0,3,6,0,0,0,5
QWqKTWQ2OiDgo3dzNkpung,322,61,0,0,0,0,6,1,0,0,0,0,0,0,0,2,0,9,3,0,0,0,3,0,11,9,0,0,0,5,1,0,0,0,3,4,0,0,1,3
DsKzHnkLKnxZTVsFpts4oA,588,133,0,0,0,0,8,2,4,0,1,0,3,1,5,4,6,39,4,0,0,0,0,0,22,4,0,0,1,3,1,0,0,0,4,6,0,0,0,15
mUIBtlWNPD7sz3rGGWQ1RA,558,174,1,0,1,0,31,1,1,0,0,0,0,7,3,3,4,58,11,0,0,1,0,1,16,9,1,0,0,4,4,0,0,0,2,3,0,0,0,12
rQ2CSHRkZSn5WCu7OfVI-Q,185,31,0,0,0,0,6,0,1,0,0,0,2,0,1,0,1,8,0,0,0,0,0,0,4,2,0,0,0,0,1,0,0,0,0,4,0,0,0,1
r2cjbHG_WGWUkaPCbLpo-A,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AWJyivVwe3t9BO-k8D0ynQ,219,29,0,0,0,0,2,0,1,0,0,0,3,0,1,0,0,8,0,0,0,0,0,0,6,1,0,0,0,0,2,0,0,0,0,3,0,0,0,2
cXSyVvOr9YRN9diDkaWs0Q,1144,265,0,0,0,0,30,1,3,0,0,3,1,3,11,4,4,95,14,0,0,2,0,1,36,10,0,1,1,1,3,0,0,0,18,4,0,0,0,19
eaV07HGOcyb27XobHVl8LQ,173,23,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,2,6,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0
L3V21nAe-CicW2bvtNWa0g,98,16,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
DRnvSL_I8MLuTLhl6O4JBQ,49,16,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1
-ATiAtTikuGuqvaW2O6tNA,541,118,2,0,0,2,15,0,3,0,0,0,1,3,3,1,2,40,4,0,0,0,0,0,15,5,0,0,0,3,1,0,0,0,8,1,0,0,0,9
kTLHh3e_59XZduNwydxuAw,85,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EneM1oBFxncaR1nQCD3gYA,213,9,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Gw7UW0E2BguzL9suQnwDeg,243,44,0,0,0,0,4,0,2,0,0,1,1,0,1,1,1,13,2,0,0,0,0,1,4,1,0,0,1,0,0,0,0,0,2,3,0,0,0,6
I8eSWVzc_y9ORuKWgl07Tw,294,22,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0
rQW9iupvhk6ScPn2VPNLVQ,361,26,0,0,0,0,1,1,0,0,0,0,6,0,1,0,0,10,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
cdqTpsr110wSNPMtLCPh7A,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JUlsvVAvZvGHWFfkKm0nlg,893,190,0,0,0,0,38,0,0,0,0,2,4,3,6,1,5,85,15,0,0,0,0,0,15,2,0,0,1,0,0,0,0,0,6,1,0,0,0,6
SVV1VmybJGXGge6nFuHy_A,24,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n-iPn34tLaqnq-dI8m8Bkw,210,43,0,0,0,0,2,0,0,0,0,1,1,0,1,0,3,29,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
C_EtrXTygRX5RTUOKtO6Dg,308,62,0,0,0,0,8,0,0,0,0,1,0,1,0,0,0,33,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,2,0,0,0,3
1NCUTTp6rIyXpwUDVv9qOA,160,12,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
GUMVStVaJfWmCIpQA4TtHg,538,84,0,0,0,0,9,2,1,0,0,0,4,3,4,0,2,34,5,0,0,0,0,0,6,5,0,0,0,0,1,0,0,0,4,1,0,0,0,3
GOSVLhjUT6TnrPhkkmDOpw,178,28,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,11,3,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
hUX1yAimviBIhb21D_KtcQ,297,75,0,0,0,0,10,0,0,0,0,0,1,0,1,0,2,38,11,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,3
arpAjDjebOzjwwysIGIwAg,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
jULIPydhMj18KOI5OHTwfA,497,79,0,1,0,0,12,2,1,0,0,2,1,0,4,0,0,23,0,0,0,0,0,1,7,2,0,1,1,2,1,0,0,0,4,6,0,0,0,8
N-MVwAcmsQDZCxbZjZhPDA,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Q-prSTdggNlxAEFV88BZOw,685,116,0,0,0,0,21,1,0,0,0,1,1,3,0,2,2,47,7,0,0,2,0,1,14,2,0,0,0,0,4,0,0,0,0,0,0,0,0,8
BJphaOPeTtqUFF5pauQEhw,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Es39sSDXiReBthHLBSD_Xw,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
WIv5kTb_P3jnngPkMeRRNw,108,16,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
gCcJTKC40CL0XtYYGfcXDw,391,79,0,0,0,0,19,1,0,0,0,0,2,0,3,2,4,16,5,0,0,0,0,4,8,4,0,0,0,2,1,0,0,0,0,1,0,0,0,7
_IYHl6J9iB3lbeJq27pbsg,7,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KgozvZ1UFfXuJToqe8CfQg,68,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
u7_3L1NBWgxhBM_B-cmmnA,597,100,0,0,0,0,8,0,8,0,0,0,6,1,9,0,0,24,4,0,0,0,0,0,13,1,2,0,1,2,2,0,0,0,5,4,0,0,0,10
5rryuz2myZJI0EfWtrTMxw,121,24,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,15,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WRMlifrYLjRY8q5YUUbfZA,130,18,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
8FALz8g6oaTca0ufiUuF6w,119,23,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
U30ggGzFpXvc2NZYwOW3qg,456,99,0,0,0,0,17,2,0,0,0,0,0,0,0,4,0,44,6,0,0,0,0,3,9,4,0,0,0,1,1,0,0,0,3,0,0,0,0,5
2er_V-oAd7IbQ5YTY56r7A,596,104,0,0,0,0,15,0,0,0,0,0,3,1,6,1,1,33,3,0,1,0,1,2,12,5,0,0,0,1,0,0,0,0,0,1,0,0,0,18
ZAPCUuZBUKbhLF5tiyxDig,100,14,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
_RwlMTw9uFeOkfX9Ctf1HA,243,68,0,0,0,0,6,0,0,0,0,0,2,1,2,3,2,13,3,0,0,1,0,1,10,7,0,0,1,3,2,0,0,0,0,3,0,0,1,7
tFh0DrDMTom4B3pHpDpRNQ,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ppFCk9aQkM338Rgwpl2F5A,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z5po0aTuzKKblek5y6Sp8Q,466,61,0,1,0,0,9,1,1,0,1,0,3,0,0,0,2,27,0,0,0,0,0,1,9,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2
TFnGJlA5l_HDdzGDkNTdTA,205,32,0,0,0,1,6,0,0,0,0,0,2,1,0,0,0,17,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
NMtUD873aWrNjljt3VOcFA,63,17,0,1,0,0,3,1,1,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5bCsL-Z3QnuBmJQtIt8qyw,41,11,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3
PYUI1OJVksGUbCrteU68bw,338,81,0,2,0,0,13,0,0,0,0,1,0,0,5,1,1,37,7,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2
rVfe1LHo55A2fworkm_jVw,210,37,0,0,0,0,4,1,5,0,1,1,1,0,1,1,1,9,0,0,0,0,0,1,3,2,0,0,0,1,2,0,0,0,0,0,0,0,0,3
wUnLSg_GKfEIQ5CQQ770_g,419,129,0,0,0,0,19,1,0,0,1,0,0,1,2,3,5,15,6,0,0,2,0,1,31,1,0,0,0,2,3,0,0,0,4,1,0,0,0,31
5S3Cc7EsEo66BSL7s6iF-w,87,7,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1
kkcQYuF3w5iHnHMf0EnRhQ,310,47,0,0,0,0,7,1,1,0,0,1,1,0,2,4,0,7,1,0,0,0,0,0,6,2,0,0,0,3,0,0,0,0,1,3,0,0,2,5
qot32tHVWZpiJibLTwQGyw,39,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
j99PtxlKTW_u5alE4jiqHQ,550,163,2,0,0,0,20,6,5,0,0,0,1,3,4,10,2,25,14,0,0,2,1,1,17,13,0,0,0,11,4,0,0,0,3,3,0,0,1,15
7lwe7n-Yc-V9E_HfLAeylg,555,128,0,0,0,0,18,1,0,0,0,1,2,3,2,4,3,53,10,0,0,0,0,1,17,2,0,0,0,1,3,0,0,0,4,0,0,0,0,3
OHzX-ZD9qyoeoxR8Z0dlIA,850,191,0,0,0,0,39,2,1,0,0,2,5,4,4,2,3,57,13,0,0,2,0,1,18,3,1,1,0,2,1,0,0,0,6,1,0,0,0,23
bTve2mwLk5Zc01vRKqc2KQ,160,17,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,1,3,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2
Oun4NN-u5yiHIxDqtJnxgA,539,73,0,0,1,1,12,2,0,0,0,0,3,0,3,3,0,13,5,0,0,0,0,1,11,5,0,1,0,0,2,0,0,0,1,3,0,0,0,6
5kZtETKu37RuwHATrB4a5g,214,17,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,4
sr9RI_LHMXGZfpDApPsDEw,56,9,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hoYHhfn4w0mVjI60eHDHzA,195,26,0,0,0,0,7,0,0,0,0,0,1,0,2,0,0,7,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
O286wXm4mcznQn_1JieD1g,150,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
8LonS_bxNmCDk3FWiG9lzA,115,25,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,12,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3
vCHNWdW-ys-nWUx3Cpvk8Q,262,54,0,0,0,1,5,2,0,0,0,1,2,0,5,3,2,8,1,0,0,1,0,0,9,6,0,0,0,2,0,0,0,0,4,1,0,0,0,1
kgMEBZG6rjkGeFzPaIM4MQ,45,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
jsUzVBGEIoer6l_fxbad2A,68,13,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1,0,0,0,0,1,2,0,0,0,0
qDkbudGRfmJvf7trQZea4g,96,41,0,0,0,0,6,0,0,0,0,0,0,0,1,1,5,7,2,0,0,0,0,1,7,3,0,0,0,1,0,0,0,0,1,0,0,0,0,6
P8QLcGZZOPgl9w_3ARBKiQ,101,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2
NeY1bH6IKJxnn4YAixibsQ,110,11,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
kimOwpoIWzJJx7NHTAj74Q,51,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2dlQX5sP9X6Dlm1MmNOlSw,99,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8hgo446H2HoYlZocEi1SJw,26,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1PNBO9o5jIgNd5YWUDLXQ,112,17,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1
alUk6OwNhofyc90NDMDY-Q,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-Or44IdY51Ukd618kikmtA,287,29,0,0,0,0,7,0,0,0,0,0,1,0,0,1,0,6,1,0,0,0,0,1,4,1,0,0,0,1,1,0,0,0,3,1,0,0,0,1
qjGS_7iaQDpbVhS6W8qkHQ,290,52,1,0,0,0,5,1,0,0,0,1,0,0,4,4,1,11,1,0,0,1,0,0,6,4,0,1,0,0,1,0,0,0,4,4,0,0,0,2
lkPAmyZDva5Bt4EaqzjS8g,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dfKF-oAUf3yjnD0WBYDyZQ,116,17,0,0,0,0,4,0,0,0,0,1,1,0,1,0,1,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
nk2a2nI1jfln9zLpxEvTnw,183,27,0,0,0,0,3,1,0,0,0,0,0,0,0,1,1,14,2,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14ZGwnDyydXdSBsLXpSUrA,261,68,1,0,1,0,8,1,2,0,0,0,0,0,2,1,0,30,2,0,0,0,0,0,8,4,0,0,0,1,1,0,0,0,0,0,0,0,0,6
yooufdsf3eAVq_9RQNSDJA,49,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1
MbKhuO-4uYPc0NRZDRWoew,58,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REns5fQe45Nk_D2UwQyr0w,117,36,0,0,0,0,5,0,0,0,0,0,0,0,1,0,1,13,3,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
