business_id,num_reviews,num_relationship_words,aunt,bff,boo,boss,boyfriend,brother,child,classmate,client,cousin,coworker,date,daughter,father,fiancee,friend,girlfriend,grandchild,grandfather,grandmother,grandparents,housemate,husband,mother,neighbor,nephew,niece,parent,partner,professor,relationship,siblings,sister,son,spouse,teacher,uncle,wife,family,romantic,friendship,professional,city,review_count,name,longitude,state,stars,address,latitude,metroarea,categories,is_active,is_arts,is_auto,is_beautysvc,is_bicycles,is_education,is_eventservices,is_financialservices,is_food,is_health,is_homeservices,is_hotelstravel,is_localflavor,is_localservices,is_massmedia,is_nightlife,is_pets,is_professional,is_publicservicesgovt,is_religiousorgs,is_restaurants,is_shopping
BVndHaLihEYbr76Z0CMEGw,138,159.42028985507244,0.0,0.0,0.0,0.0,0.0,7.246376811594203,0.0,0.0,0.0,0.0,7.246376811594203,0.0,7.246376811594203,0.0,0.0,43.47826086956522,0.0,0.0,0.0,0.0,0.0,0.0,43.47826086956522,7.246376811594203,0.0,7.246376811594203,0.0,14.492753623188406,0.0,0.0,0.0,0.0,7.246376811594203,7.246376811594203,0.0,0.0,0.0,7.246376811594203,57.971014492753625,50.72463768115942,43.47826086956522,7.246376811594203,Tampa,162,Mamas Kitchen,-82.5060044,FL,4.5,5524 S Dale Mabry Hwy,27.884852,Tampa,"Sandwiches, Restaurants, American (New), American (Traditional), Breakfast & Brunch",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CLEWowfkj-wKYJlQDqT1aw,49,61.224489795918366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.408163265306122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.408163265306122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.408163265306122,0.0,0.0,0.0,0.0,0.0,61.224489795918366,0.0,0.0,0.0,Tampa,55,Blow Bar Express Styling Salon,-82.5053069603,FL,4.0,"310 S Dale Mabry Hwy, Ste 110",27.9419745389,Tampa,"Makeup Artists, Blow Dry/Out Services, Beauty & Spas, Hair Salons, Nail Salons, Eyebrow Services",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
pR8u8hXf1vvzoAGOoKHQqQ,39,76.92307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.64102564102564,0.0,0.0,0.0,0.0,0.0,0.0,51.28205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.28205128205128,25.64102564102564,0.0,Tampa,48,Mike's Auto Detailing,-82.4523631,FL,4.5,813 East Sligh Ave,28.0104223,Tampa,"Auto Detailing, Car Wash, Automotive",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cg4JFJcCxRTTMmcg9O9KtA,481,220.37422037422039,0.0,0.0,0.0,0.0,27.027027027027028,0.0,6.237006237006238,0.0,2.079002079002079,0.0,4.158004158004158,4.158004158004158,6.237006237006238,0.0,0.0,54.054054054054056,6.237006237006238,0.0,0.0,2.079002079002079,0.0,0.0,58.21205821205822,4.158004158004158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.158004158004158,8.316008316008316,2.079002079002079,0.0,0.0,31.185031185031185,31.185031185031185,128.8981288981289,54.054054054054056,6.237006237006238,Tampa,544,Ava,-82.482862,FL,3.5,718 S Howard Ave,27.936236,Tampa,"Wine Bars, Desserts, Bars, American (New), Nightlife, Restaurants, Italian, Food, Salad, Breakfast & Brunch, Pizza",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
GyC36Pn0Q1-qHnqXys6yFg,89,146.06741573033707,0.0,0.0,0.0,0.0,0.0,0.0,11.235955056179774,0.0,0.0,0.0,0.0,0.0,33.70786516853933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.70786516853933,11.235955056179774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.235955056179774,0.0,0.0,0.0,44.9438202247191,67.41573033707866,78.65168539325842,0.0,0.0,Tampa,108,Cracker Barrel Old Country Store,-82.42504,FL,3.5,3125 Cove Bend Dr,28.08118,Tampa,"Southern, Comfort Food, Caterers, Breakfast & Brunch, Event Planning & Services, American (New), Restaurants, American (Traditional)",False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
ZuM1vcZ_ObCjCCGweYzItg,40,150.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,Tampa,38,Green Locus,-82.5821822,FL,5.0,11961 Sheldon Rd,28.0576236,Tampa,"Gyms, Fitness & Instruction, Active Life, Yoga, Pilates, Barre Classes",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hAmuto6UndVroyd_DaD-TA,412,211.16504854368932,0.0,0.0,0.0,0.0,21.844660194174757,7.281553398058253,0.0,0.0,0.0,0.0,0.0,0.0,16.990291262135923,7.281553398058253,7.281553398058253,29.12621359223301,2.4271844660194173,0.0,0.0,0.0,0.0,0.0,24.271844660194173,16.990291262135923,2.4271844660194173,2.4271844660194173,0.0,4.854368932038835,0.0,0.0,0.0,2.4271844660194173,4.854368932038835,12.135922330097086,2.4271844660194173,0.0,0.0,46.116504854368934,75.24271844660194,104.36893203883494,31.553398058252426,0.0,Tampa,441,Lobster Haven,-82.6384793,FL,4.0,12807 W Hillsborough Ave,28.0300603,Tampa,"Specialty Food, Seafood Markets, Seafood, Food, Restaurants",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
GgGfhKUGusCbP-rvjHiS3A,44,68.18181818181817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454545454545,22.727272727272727,45.45454545454545,0.0,0.0,Tampa,61,Safelite AutoGlass,-82.485169,FL,3.0,4214 N Armenia Ave,27.979554,Tampa,"Windshield Installation & Repair, Body Shops, Auto Glass Services, Automotive",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CmjvsiafnWH60fuYz2LCmA,55,54.54545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18181818181818,0.0,0.0,0.0,0.0,0.0,0.0,18.18181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18181818181818,0.0,36.36363636363636,18.18181818181818,0.0,Tampa,80,Orange Tint and Graphics,-82.6479684,FL,4.5,9907 Race Track Rd,28.039107,Tampa,"Car Stereo Installation, Automotive, Windows Installation, Auto Repair, Professional Services, Auto Parts & Supplies, Home Window Tinting, Auto Glass Services, Vehicle Wraps, Car Window Tinting, Graphic Design, Home Services",False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
qf4LecJDQWIt0gt6VJWFPw,90,233.33333333333334,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,11.11111111111111,0.0,22.22222222222222,22.22222222222222,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,44.44444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,100.0,66.66666666666667,155.55555555555557,0.0,11.11111111111111,Tampa,95,Frontier Steakhouse,-82.3605699,FL,3.5,8602 E Sligh Ave,28.0114286,Tampa,"Burgers, Steakhouses, Restaurants, American (Traditional)",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
